"url","lastAccess","title","fromSitemap"
"https://www.tartley.com/categories/software/","05.07.2023","Posts about software | tartley.com","YES"
"https://www.tartley.com/posts/my-fonts-look-crap-i-blame-windows-and-ati/","05.07.2023","My Fonts Look Crap. I blame Windows and ATI. | tartley.com","YES"
"https://www.tartley.com/posts/sinister-redux/","05.07.2023","Sinister Redux | tartley.com","YES"
"https://www.tartley.com/index-17.html","05.07.2023","tartley.com (old posts, page 17) | tartley.com","YES"
"https://www.tartley.com/posts/envisioning-information/","05.07.2023","Envisioning Information | tartley.com","YES"
"https://www.tartley.com/posts/pumping-iron-dynamic-languages-on-net/","05.07.2023","Pumping Iron : Dynamic Languages on .Net | tartley.com","YES"
"https://www.tartley.com/posts/opengl-draw-api-visualised/","04.07.2023","OpenGL Draw API Visualised | tartley.com","YES"
"https://www.tartley.com/posts/manifold-garden/","04.07.2023","Manifold Garden | tartley.com","YES"
"https://www.tartley.com/posts/opengl-shading-language/","04.07.2023","Opengl Shading Language | tartley.com","YES"
"https://www.tartley.com/posts/launch-gitk-displaying-all-extant-branches/","02.07.2023","Launch Gitk displaying all branches | tartley.com","YES"
"https://www.tartley.com/posts/sole-scion-project-v01-a-2d-rigid-body-python-game/","30.06.2023","Sole Scion project v0.1 : A 2D rigid-body Python game | tartley.com","YES"
"https://www.tartley.com/posts/use-light-opacity-rgba-to-fix-halo-artifacts-along-edges-of-textures/","30.06.2023","Use light-opacity RGBA to fix halo artifacts along edges of textures | tartley.com","YES"
"https://www.tartley.com/posts/django-testing-201-acceptance-tests-vs-unit-tests/","29.06.2023","Django testing 201 : Acceptance Tests vs Unit Tests | tartley.com","YES"
"https://www.tartley.com/posts/freakonomics-a-rogue-economist-explores-the-yada-yada/","29.06.2023","Freakonomics: A Rogue Economist Explores the yada yada | tartley.com","YES"
"https://www.tartley.com/posts/hot-fuzz/","28.06.2023","Hot Fuzz | tartley.com","YES"
"https://www.tartley.com/posts/fallacious-affordance/","28.06.2023","Fallacious Affordance | tartley.com","YES"
"https://www.tartley.com/index-23.html","28.06.2023","tartley.com (old posts, page 23) | tartley.com","YES"
"https://www.tartley.com/posts/ra/","28.06.2023","Ra | tartley.com","NO"
"https://www.tartley.com/index-2.html","28.06.2023","tartley.com (old posts, page 2) | tartley.com","YES"
"https://www.tartley.com/categories/","28.06.2023","Tags | tartley.com","YES"
"https://www.tartley.com/files/2007/03/caseforforwarderrorcorrection-v113-16mar2007.pdf","28.06.2023","scimakelatex.45812.Prof.+Michael+Foord.Dr.+Andrzej+Krzywda.Rev.+Christian+Muirhead.Sir+William+Reade.Gp+Capt.+Jonathan+Hartley.dvi","NO"
"https://www.tartley.com/categories/novel/","28.06.2023","Posts about novel | tartley.com","YES"
"https://www.tartley.com/posts/miracleman/","28.06.2023","Miracleman, books 1, 2 & 3 | tartley.com","YES"
"https://www.tartley.com/posts/a-science-fiction-omnibus/","28.06.2023","A Science-Fiction Omnibus | tartley.com","YES"
"https://www.tartley.com/posts/halting-state/","28.06.2023","Halting State | tartley.com","YES"
"https://www.tartley.com/posts/makers/","28.06.2023","Makers | tartley.com","YES"
"https://www.tartley.com/posts/jpod/","28.06.2023","jPod | tartley.com","YES"
"https://www.tartley.com/posts/fahrenheit-451/","28.06.2023","Fahrenheit 451 | tartley.com","YES"
"https://www.tartley.com/posts/the-hidden-layer/","28.06.2023","The Hidden Layer | tartley.com","YES"
"https://www.tartley.com/posts/city-at-the-end-of-time/","28.06.2023","City at the End of Time | tartley.com","YES"
"https://www.tartley.com/index-5.html","27.06.2023","tartley.com (old posts, page 5) | tartley.com","YES"
"https://www.tartley.com/categories/non-fiction/","26.06.2023","Posts about non-fiction | tartley.com","YES"
"https://www.tartley.com/posts/avenue-q/","26.06.2023","Avenue Q | tartley.com","YES"
"https://www.tartley.com/posts/expert-python-programming/","23.06.2023","Expert Python Programming | tartley.com","YES"
"https://www.tartley.com/index-4.html","23.06.2023","tartley.com (old posts, page 4) | tartley.com","YES"
"https://www.tartley.com/posts/game-on/","22.06.2023","Game On: Origins | tartley.com","YES"
"https://www.tartley.com/posts/programming-on-windows-use-console/","22.06.2023","Programming on Windows : Use Console | tartley.com","YES"
"https://www.tartley.com/posts/pychoose-switch-between-installed-versions-of-python/","22.06.2023","PyChoose: Switch between installed versions of Python | tartley.com","YES"
"https://www.tartley.com/posts/national-portrait-gallery-photographic-portrait-prize-2007/","22.06.2023","National Portrait Gallery Photographic Portrait Prize 2007 | tartley.com","YES"
"https://www.tartley.com/posts/only-joking/","22.06.2023","Only Joking! | tartley.com","YES"
"https://www.tartley.com/posts/onegin-vs-new-super-mario-bros/","21.06.2023","Onegin vs New Super Mario Bros | tartley.com","YES"
"https://www.tartley.com/posts/spiderman-3/","21.06.2023","Spiderman 3 | tartley.com","YES"
"https://www.tartley.com/pages/about/","21.06.2023","About tartley.com | tartley.com","YES"
"https://www.tartley.com/posts/i-am-legend/","21.06.2023","I am Legend | tartley.com","YES"
"https://www.tartley.com/categories/fiction/","21.06.2023","Posts about fiction | tartley.com","YES"
"https://www.tartley.com/categories/doctorow/","21.06.2023","Posts about doctorow | tartley.com","YES"
"https://www.tartley.com/posts/someone-comes-to-town-someone-leaves-town/","21.06.2023","Someone Comes to Town, Someone Leaves Town | tartley.com","YES"
"https://www.tartley.com/posts/if-its-good-enough-for-benny/","21.06.2023","If it's good enough for Benny... | tartley.com","YES"
"https://www.tartley.com/posts/the-acm-is-pissing-in-the-well/","21.06.2023","The ACM is pissing in the well | tartley.com","YES"
"https://www.tartley.com/posts/a-laymans-philosophical-musings/","21.06.2023","A Layman's Philosophical Musings | tartley.com","YES"
"https://www.tartley.com/categories/imho/","21.06.2023","Posts about imho | tartley.com","YES"
"https://www.tartley.com/posts/modularised-personal-devices/","21.06.2023","Modularised Personal Devices | tartley.com","YES"
"https://www.tartley.com/posts/basic-us-civics/","21.06.2023","US Civics for Naturalization Quiz | tartley.com","YES"
"https://www.tartley.com/posts/set-your-prompt/","21.06.2023","Set your Prompt | tartley.com","YES"
"https://www.tartley.com/index-13.html","18.06.2023","tartley.com (old posts, page 13) | tartley.com","YES"
"https://www.tartley.com/posts/brief-interviews-with-hideous-men/","18.06.2023","Brief Interviews with Hideous Men | tartley.com","YES"
"https://www.tartley.com/posts/new-laptop-time/","18.06.2023","New Laptop Time! | tartley.com","YES"
"https://www.tartley.com/posts/benjamin-franklins-autobiography/","18.06.2023","Benjamin Franklin's Autobiography | tartley.com","YES"
"https://www.tartley.com/posts/avoiding-ripoff-wii-bundles/","18.06.2023","Avoiding Ripoff Wii Bundles | tartley.com","YES"
"https://www.tartley.com/posts/there-is-no-antimemetics-division/","12.06.2023","There is no Antimemetics Division | tartley.com","YES"
"https://www.tartley.com/posts/breakfast-of-champions/","07.06.2023","Breakfast of Champions | tartley.com","YES"
"https://www.tartley.com/categories/internet/","07.06.2023","Posts about internet | tartley.com","YES"
"https://www.tartley.com/categories/geek/","07.06.2023","Posts about geek | tartley.com","YES"
"https://www.tartley.com/categories/startups/","07.06.2023","Posts about startups | tartley.com","YES"
"https://www.tartley.com/categories/essays/","07.06.2023","Posts about essays | tartley.com","YES"
"https://www.tartley.com/posts/hackers-and-painters/","07.06.2023","Hackers and Painters | tartley.com","YES"
"https://www.tartley.com/posts/python-2-7-regular-expression-cheatsheet/","05.06.2023","Python 2.7 regular expression cheatsheet | tartley.com","YES"
"https://www.tartley.com/index-15.html","04.06.2023","tartley.com (old posts, page 15) | tartley.com","YES"
"https://www.tartley.com/posts/mocks-arent-just-stubs/","01.06.2023","Mocks Aren't (Just) Stubs | tartley.com","YES"
"https://www.tartley.com/posts/the-straight-story/","30.05.2023","The Straight Story | tartley.com","YES"
"https://www.tartley.com/posts/go-to-definition-in-vim-for-python-using-ctags-on-windows/","21.05.2023","'Go to Definition' in Vim for Python using Ctags, Done Right | tartley.com","YES"
"https://www.tartley.com/posts/the-flight-of-the-horse/","18.05.2023","The Flight of the Horse | tartley.com","YES"
"https://www.tartley.com/posts/the-glass-bead-game-by-hermann-hesse-1943/","17.05.2023","The Glass Bead Game | tartley.com","YES"
"https://www.tartley.com/posts/more-opengl-from-python/","13.05.2023","More OpenGL from Python | tartley.com","YES"
"https://www.tartley.com/posts/tide-turning-on-copyright-abuses/","11.05.2023","Tide Turning on Copyright Abuses? | tartley.com","YES"
"https://www.tartley.com/posts/12-books-that-changed-the-world/","05.05.2023","12 Books That Changed The World | tartley.com","YES"
"https://www.tartley.com/posts/the-portable-jung/","02.05.2023","The Portable Jung | tartley.com","YES"
"https://www.tartley.com/posts/diet-guru/","27.04.2023","Diet Guru | tartley.com","YES"
"https://www.tartley.com/index-10.html","26.04.2023","tartley.com (old posts, page 10) | tartley.com","YES"
"https://www.tartley.com/index-3.html","24.04.2023","tartley.com (old posts, page 3) | tartley.com","YES"
"https://www.tartley.com/categories/cryptocurrency/","22.04.2023","Posts about cryptocurrency | tartley.com","YES"
"https://www.tartley.com/posts/children-of-men/","16.04.2023","Children of Men | tartley.com","YES"
"https://www.tartley.com/posts/quote-from-tim-bray/","15.04.2023","Quote from Tim Bray | tartley.com","YES"
"https://www.tartley.com/posts/self-calm/","15.04.2023","Self-Calm | tartley.com","YES"
"https://www.tartley.com/index-27.html","15.04.2023","tartley.com (old posts, page 27) | tartley.com","NO"
"https://www.tartley.com/posts/installing-colout/","15.04.2023","Installing Colout | tartley.com","YES"
"https://www.tartley.com/galleries/","15.04.2023","galleries | tartley.com","NO"
"https://www.tartley.com/galleries/Drawings/","15.04.2023","Drawings | tartley.com","NO"
"https://www.tartley.com/posts/deja-vu/","15.04.2023","Deja Vu | tartley.com","YES"
"https://www.tartley.com/posts/why-python/","15.04.2023","Why Python? | tartley.com","YES"
"https://www.tartley.com/index-20.html","12.04.2023","tartley.com (old posts, page 20) | tartley.com","YES"
"https://www.tartley.com/posts/letter-to-my-member-of-european-parliament-proposed-copyright-extension/","05.04.2023","Letter to my Member of European Parliament : Proposed Copyright Extension | tartley.com","YES"
"https://www.tartley.com/posts/cross-site-image-linking-vandalism/","05.04.2023","Cross-site image linking vandalism | tartley.com","YES"
"https://www.tartley.com/posts/brilliant-and-tragic/","05.04.2023","Brilliant and Tragic | tartley.com","YES"
"https://www.tartley.com/posts/history-of-western-philosophy/","25.03.2023","History of Western Philosophy | tartley.com","YES"
"https://www.tartley.com/categories/c/","24.03.2023","Posts about c | tartley.com","YES"
"https://www.tartley.com/posts/remix/","11.03.2023","Remix | tartley.com","YES"
"https://www.tartley.com/posts/micro-isv-from-vision-to-reality/","27.02.2023","Micro ISV : From Vision to Reality | tartley.com","YES"
"https://www.tartley.com/posts/actual-vs-perceived-threats-aka-people-are-crazy/","25.02.2023","Actual vs Perceived threats (aka People are Crazy) | tartley.com","YES"
"https://www.tartley.com/posts/the-electric-state/","21.02.2023","The Electric State | tartley.com","YES"
"https://www.tartley.com/posts/children-of-time/","21.02.2023","Children of Time | tartley.com","YES"
"https://www.tartley.com/categories/book/","21.02.2023","Posts about book | tartley.com","YES"
"https://www.tartley.com/categories/mythology/","21.02.2023","Posts about mythology | tartley.com","NO"
"https://www.tartley.com/categories/environment/","21.02.2023","Posts about environment | tartley.com","YES"
"https://www.tartley.com/categories/animation/","21.02.2023","Posts about animation | tartley.com","YES"
"https://www.tartley.com/categories/windows/","29.01.2023","Posts about windows | tartley.com","YES"
"https://www.tartley.com/posts/lxd-for-dev-env/","28.01.2023","LXD for Development Environments. | tartley.com","YES"
"https://www.tartley.com/posts/ironpython-in-action/","27.01.2023","IronPython in Action | tartley.com","YES"
"https://www.tartley.com/posts/beautiful-code-leading-programmers-explain-how-they-think/","05.01.2023","Beautiful Code : Leading Programmers Explain How They Think | tartley.com","YES"
"https://www.tartley.com/posts/random-wallpaper-for-linux-gnome-desktop/","05.01.2023","Random Wallpaper for Linux Gnome Desktop | tartley.com","YES"
"https://www.tartley.com/posts/pyglet-week-3-some-pretty-flowers/","05.01.2023","pyglet week 3 : Some Pretty Flowers | tartley.com","YES"
"https://www.tartley.com/posts/the-structure-of-scientific-revolutions/","05.01.2023","The Structure of Scientific Revolutions | tartley.com","YES"
"https://www.tartley.com/categories/aronofsky/","05.01.2023","Posts about aronofsky | tartley.com","YES"
"https://www.tartley.com/posts/show-last-command-exit-value-in-bash-shell-prompt/","05.01.2023","Show last command exit value in Bash shell prompt | tartley.com","YES"
"https://www.tartley.com/posts/more-colored-terminal-text-on-windows-ansicon/","05.01.2023","More Colored Terminal text on Windows: AnsiCon | tartley.com","YES"
"https://www.tartley.com/categories/movie/","05.01.2023","Posts about movie | tartley.com","YES"
"https://www.tartley.com/categories/mswin-dev/","05.01.2023","Posts about mswin-dev | tartley.com","YES"
"https://www.tartley.com/posts/pycon-2008-chicago-usa/","05.01.2023","PyCon 2008, Chicago, USA | tartley.com","YES"
"https://www.tartley.com/posts/rubiks-beginner/","14.12.2022","Rubik's Beginner | tartley.com","YES"
"https://www.tartley.com/posts/understanding-rebase-so-it-sticks/","12.12.2022","Understanding git rebase so it sticks | tartley.com","YES"
"https://www.tartley.com/posts/doomsday-clock/","09.12.2022","Doomsday Clock | tartley.com","YES"
"https://www.tartley.com/categories/videogame/","09.12.2022","Posts about videogame | tartley.com","YES"
"https://www.tartley.com/posts/the-fountain/","09.12.2022","The Fountain | tartley.com","YES"
"https://www.tartley.com/categories/cyberpunk/","09.12.2022","Posts about cyberpunk | tartley.com","NO"
"https://www.tartley.com/posts/neuromancer/","09.12.2022","Neuromancer | tartley.com","YES"
"https://www.tartley.com/posts/the-difference-engine/","09.12.2022","The Difference Engine | tartley.com","YES"
"https://www.tartley.com/posts/do-a-bit-of-helping-out-at-europython/","10.11.2022","Do a bit of helping out at EuroPython | tartley.com","YES"
"https://www.tartley.com/posts/thief-level-week-2/","09.11.2022","Thief Level : Week 2 | tartley.com","YES"
"https://www.tartley.com/categories/graphics/","04.11.2022","Posts about graphics | tartley.com","YES"
"https://www.tartley.com/posts/perl-parody-of-itself/","28.10.2022","Perl: parody of itself | tartley.com","YES"
"https://www.tartley.com/posts/rhythmbox-plugin-announce/","22.10.2022","Rhythmbox plugin: ""Announce"" | tartley.com","YES"
"https://www.tartley.com/posts/google-chrome-credit/","21.10.2022","Google Chrome Credit | tartley.com","YES"
"https://www.tartley.com/posts/things-they-dont-tell-you-about-peroral-endoscopic-myotemy/","14.10.2022","Things They Don't Tell You About Peroral Endoscopic Myotemy | tartley.com","YES"
"https://www.tartley.com/posts/music-101c2bd/","10.10.2022","Music 101½ | tartley.com","YES"
"https://www.tartley.com/posts/my-cacaphony/","10.10.2022","My Cacophony | tartley.com","YES"
"https://www.tartley.com/posts/from-hell/","09.10.2022","From Hell | tartley.com","YES"
"https://www.tartley.com/posts/balloon-therapy/","09.10.2022","Balloon Therapy | tartley.com","YES"
"https://www.tartley.com/posts/shadow-of-the-colossus/","06.10.2022","Shadow of the Colossus | tartley.com","YES"
"https://www.tartley.com/categories/show/","06.10.2022","Posts about show | tartley.com","YES"
"https://www.tartley.com/categories/chipmunk/","03.10.2022","Posts about chipmunk | tartley.com","YES"
"https://www.tartley.com/categories/science-fiction/","03.10.2022","Posts about science-fiction | tartley.com","YES"
"https://www.tartley.com/categories/moore/","03.10.2022","Posts about moore | tartley.com","YES"
"https://www.tartley.com/categories/hardware/","03.10.2022","Posts about hardware | tartley.com","YES"
"https://www.tartley.com/categories/linux/","03.10.2022","Posts about linux | tartley.com","YES"
"https://www.tartley.com/categories/science/","03.10.2022","Posts about science | tartley.com","YES"
"https://www.tartley.com/posts/the-man-who-knew-too-much/","10.09.2022","The Man Who Knew Too Much | tartley.com","YES"
"https://www.tartley.com/posts/unexpected-error/","08.09.2022","Unexpected Error | tartley.com","YES"
"https://www.tartley.com/categories/music/","28.08.2022","Posts about music | tartley.com","YES"
"https://www.tartley.com/posts/you-invite-them-to-yourself/","07.08.2022","You Invite Them To Yourself | tartley.com","YES"
"https://www.tartley.com/categories/illustrated/","22.03.2022","Posts about illustrated | tartley.com","NO"
"https://www.tartley.com/categories/short/","18.03.2022","Posts about short | tartley.com","YES"
"https://www.tartley.com/posts/daniel-kitson/","18.03.2022","Daniel Kitson | tartley.com","YES"
"https://www.tartley.com/posts/swamp-thing/","18.03.2022","Swamp Thing, Vol 1: Saga of the Swamp Thing | tartley.com","YES"
"https://www.tartley.com/categories/greatness/","18.03.2022","Posts about greatness | tartley.com","YES"
"https://www.tartley.com/posts/vonnegut-on-software-development-teams/","18.03.2022","Vonnegut on software development teams. | tartley.com","YES"
"https://www.tartley.com/categories/cognition/","18.03.2022","Posts about cognition | tartley.com","YES"
"https://www.tartley.com/categories/literature/","18.03.2022","Posts about literature | tartley.com","YES"
"https://www.tartley.com/posts/generics-considered-harmful/","18.03.2022","Generics Considered Harmful | tartley.com","YES"
"https://www.tartley.com/posts/freefall/","18.03.2022","Freefall | tartley.com","YES"
"https://www.tartley.com/posts/studencki-festiwal-informatyczny-2008/","18.03.2022","Studencki Festiwal Informatyczny 2008 | tartley.com","YES"
"https://www.tartley.com/posts/fargo/","18.03.2022","Fargo | tartley.com","YES"
"https://www.tartley.com/posts/denver-stagathon/","18.03.2022","Denver stagathon | tartley.com","YES"
"https://www.tartley.com/categories/gis/","18.03.2022","Posts about gis | tartley.com","YES"
"https://www.tartley.com/posts/ironpython-at-resolver-systems/","18.03.2022","IronPython at Resolver Systems | tartley.com","YES"
"https://www.tartley.com/categories/image/","18.03.2022","Posts about image | tartley.com","YES"
"https://www.tartley.com/posts/station-eleven/","18.03.2022","Station Eleven | tartley.com","YES"
"https://www.tartley.com/posts/pyrochestermn/","18.03.2022","PyRochesterMN | tartley.com","YES"
"https://www.tartley.com/categories/gumby/","18.03.2022","Posts about gumby | tartley.com","YES"
"https://www.tartley.com/categories/web/","18.03.2022","Posts about web | tartley.com","YES"
"https://www.tartley.com/categories/gamedev/","18.03.2022","Posts about gamedev | tartley.com","YES"
"https://www.tartley.com/categories/economics/","18.03.2022","Posts about economics | tartley.com","YES"
"https://www.tartley.com/categories/exhibits/","18.03.2022","Posts about exhibits | tartley.com","YES"
"https://www.tartley.com/categories/tv/","18.03.2022","Posts about tv | tartley.com","YES"
"https://www.tartley.com/posts/domain-driven-design-tackling-complexity-in-the-heart-of-software/","18.03.2022","Domain Driven Design: Tackling Complexity in the Heart of Software | tartley.com","YES"
"https://www.tartley.com/posts/your-python-our-servers-what-could-possibly-go-wrong/","18.03.2022","Your Python, Our Servers : What could possibly go wrong? | tartley.com","YES"
"https://www.tartley.com/categories/lessig/","17.02.2022","Posts about lessig | tartley.com","YES"
"https://www.tartley.com/categories/russell/","17.02.2022","Posts about russell | tartley.com","YES"
"https://www.tartley.com/categories/math/","17.02.2022","Posts about math | tartley.com","YES"
"https://www.tartley.com/posts/mswindows-programming-propogating-child-process-exit-values-out-of-bat-scripts/","17.02.2022","MSWindows Programming : Propogating child process exit values out of .bat scripts | tartley.com","YES"
"https://www.tartley.com/categories/biography/","17.02.2022","Posts about biography | tartley.com","YES"
"https://www.tartley.com/categories/qntm/","17.02.2022","Posts about qntm | tartley.com","YES"
"https://www.tartley.com/categories/bear/","26.01.2022","Posts about bear | tartley.com","NO"
"https://www.tartley.com/?p=1207","13.01.2022","tartley.com","NO"
"https://www.tartley.com/categories/manual/","21.12.2021","Posts about manual | tartley.com","NO"
"https://www.tartley.com/categories/map/","21.12.2021","Posts about map | tartley.com","NO"
"https://www.tartley.com/posts/free-culture/","21.12.2021","Free Culture | tartley.com","NO"
"https://www.tartley.com/categories/til/","15.12.2021","Posts about til | tartley.com","NO"
"https://www.tartley.com/categories/version-control/","15.12.2021","Posts about version-control | tartley.com","NO"
"https://www.tartley.com/categories/video/","10.12.2021","Posts about video | tartley.com","NO"
"https://www.tartley.com/posts/london-geek-night-game-dev/","08.12.2021","London Geek Night : Game Dev | tartley.com","YES"
"https://www.tartley.com/posts/trip-report-the-chelsea-arts-club/","04.12.2021","Trip Report: The Chelsea Arts Club | tartley.com","NO"
"https://www.tartley.com/posts/a-bit-of-fun/","04.12.2021","lang.name, lang.desc for lang in self.languages | tartley.com","NO"
"https://www.tartley.com/posts/wordpress-providing-categorised-rss-feeds/","04.12.2021","WordPress providing categorised RSS feeds | tartley.com","NO"
"https://www.tartley.com/posts/the-future-of-twitter/","04.12.2021","The Future of Twitter | tartley.com","NO"
"https://www.tartley.com/categories/physics/","04.12.2021","Posts about physics | tartley.com","NO"
"https://www.tartley.com/posts/loving-europython-tutorials/","17.11.2021","Loving EuroPython Tutorials | tartley.com","NO"
"https://www.tartley.com/posts/revolution-an-instruction-manual/","12.11.2021","Revolution: An Instruction Manual | tartley.com","NO"
"https://www.tartley.com/categories/novella/","12.11.2021","Posts about novella | tartley.com","NO"
"https://www.tartley.com/categories/free-to-read/","12.11.2021","Posts about free-to-read | tartley.com","NO"
"https://www.tartley.com/posts/fine-structure-by-qntm/","12.11.2021","Fine Structure, by qntm | tartley.com","NO"
"https://www.tartley.com/posts/ed-by-qntm/","12.11.2021","Ed, by qntm | tartley.com","NO"
"https://www.tartley.com/index-25.html","28.10.2021","tartley.com (old posts, page 25) | tartley.com","NO"
"https://www.tartley.com/categories/vim/","11.10.2021","Posts about vim | tartley.com","NO"
"https://www.tartley.com/categories/fonts/","11.10.2021","Posts about fonts | tartley.com","NO"
"https://www.tartley.com/categories/osx-dev/","11.10.2021","Posts about osx-dev | tartley.com","NO"
"https://www.tartley.com/posts/my-own-competancy/","11.10.2021","My own competency | tartley.com","NO"
"https://www.tartley.com/posts/on-estimates/","11.10.2021","On Estimates | tartley.com","NO"
"https://www.tartley.com/posts/converting-any-repository-fom-svn-to-hg-on-windows/","11.10.2021","Converting any repository from Svn to Hg on Windows | tartley.com","NO"
"https://www.tartley.com/categories/game/","05.10.2021","Posts about game | tartley.com","NO"
"https://www.tartley.com/posts/home-media-center/","01.09.2021","Home media center | tartley.com","NO"
"https://www.tartley.com/categories/pymunk/","31.08.2021","Posts about pymunk | tartley.com","NO"
"https://www.tartley.com/index-24.html","30.08.2021","tartley.com (old posts, page 24) | tartley.com","NO"
"https://www.tartley.com/posts/history-meme/","29.08.2021","History meme | tartley.com","NO"
"https://www.tartley.com/posts/til-per-mille/","29.08.2021","TIL: ‰ is per mille | tartley.com","YES"
"https://www.tartley.com/files/2020/conky.conf","02.08.2021","","NO"
"https://www.tartley.com/posts/112263-by-steven-king/","14.07.2021","11/22/63, by Steven King | tartley.com","NO"
"https://www.tartley.com/posts/til-create-mp3-from-youtube-video/","14.07.2021","TIL: Create mp3 from YouTube video | tartley.com","NO"
"https://www.tartley.com/posts/til-cryptocurrency-per-transaction-energy-use/","14.07.2021","TIL: Energy use per transaction for cryptocurrencies vs Visa | tartley.com","NO"
"https://www.tartley.com/posts/howto-bundle-binary-dependancies-with-py2exe-et-al/","26.06.2021","Howto bundle binary dependancies with py2exe, et al. | tartley.com","NO"
"https://www.tartley.com/posts/june-books/","04.05.2021","Recent Books | tartley.com","YES"
"https://www.tartley.com/categories/photos/","28.03.2021","Posts about photos | tartley.com","NO"
